people in warm clothing crowd around carnival games indoors .,5
young girls with headscarves stand near a door while one reads a book .,6
young women wearing black head scarves and colorful skirts stand near a red door .,5
crowd at an outdoor event .,5
play in grass at a crowded outdoor festival .,6
man on bike jumping over outdoor playground equipment .,5
man , woman and little boy pose for a picture in front of an outside door .,5
girls stand outdoors and talk to one another .,5
large crowd of people ice skating outdoors .,5
black dog bites a tan dog while standing near the patio door .,2
perform outdoors .,5
young girls posing for a picture in an outdoor amphitheater , surrounded by adults watching a conference .,5
people stand by a doorway posing for a photograph .,5
men and a woman standing near a doorway .,5
man is doing a stunt on a skateboard outdoors .,0
brown dog runs outdoors .,5
men talk outdoors .,5
bundled up child is playing with toys outdoors .,5
girls are fighting for the ball in indoor field hockey .,5
man is pulling tricks on his rollerblades in a indoor skate park .,0
, girl in orange dress dancing as other dancers huddle in background .,5
dogs run on wide , grassy , outdoor area .,5
man and a woman adjust a camera on a tripod outdoors .,5
are seated outdoors to see someone onstage .,6
group of little boys playing indoor soccer .,0
little boys play indoor soccer .,0
band playing in a dark indoor area .,5
four people are standing outdoors , with 3 dogs .,5
man holding a sign and a blonde woman are embracing outdoors .,5
gather water at an outdoor tap .,5
player with red cap hits the ball outdoors .,5
gather outdoors at a market .,5
boy in a red hooded top is ice skating on an outdoor ice rink .,6
are dressed in Victorian outfits in a crowded outdoor area .,6
black and white dog is running outdoors .,5
man in a green shirt climbs an indoor climbing wall .,5
teenage boy climbs an indoor climbing wall .,5
climbs an indoor climbing wall .,5
boys inspecting a piece of metal outdoor furniture,5
boy with orange shirt jumps off of small yellow foot stool , indoors .,5
and white dog outdoors in muddy water , with stick in mouth .,5
dog and two black dogs have three-way tug on red object , outdoors .,5
boy is doing a skateboard trick outdoors .,0
brown dog is lowering his head near a smaller white dog outdoors .,2
men walk together outdoors carrying red bags from a store .,5
person jumping off of an outdoor staircase .,0
black man handing small blue object to group of younger black men , outdoors .,5
man standing at the door of a vehicle , with another sitting , glancing out the window .,0
people are talking outside of the video game shop next door to the mobile phone store .,6
brown dog is playing outdoors .,5
skateboarder high in the air at indoor ramp .,0
person sitting in a chair in front of a glass door,5
woman sitting outside a doorway wearing a red hat .,5
man on a skateboard on steps in front glass doors of a brick building .,0
people wearing mostly black are standing in front of a blue door .,5
crowd of people gather for a meal indoors .,0
brunettes , one with tattoos , hug and smile at camera indoors .,2
woman stands outdoors , next to a child in a swing .,5
dine outdoors at a lodge on a snowy mountain .,0
light brown dog jumps over a hurdle indoors .,5
woman looks skeptically at the person taking a picture of her and 3 girls who are outdoors .,0
boy and girl are playing on the outdoor gym .,5
play soccer in front of a marble building with giant oak doors .,0
young boys playing soccer in front of a huge brown wooden door,5
children are playing soccer in front of a large wooden door .,5
gorup of boys are playing with a ball in front of a large wooden door .,5
play in front of a large door .,5
boys playing a game with a soccer ball in front of a large set of ornate doors .,2
shirtless child plays with an adult indoors .,5
young couple walking together through an outdoor market .,5
young man and woman are walking along an outdoor market .,5
helmeted person is doing a stunt on a bicycle outdoors .,0
cowboys rope a steer from horseback in an indoor corral .,2
small girls are jumping on an outdoor trampoline in a backyard .,5
men do a synchronized dance on an outdoor stage .,5
brown dog holding an object in its mouth is moving through snow-covered tall grass outdoors .,5
person is climbing a rocky area outdoors .,2
white dogs are laying in the doorway of a wooden floored apartment .,2
white dog is splashing in an outdoor stream next to a grassy bank .,0
at an outdoor event,5
little girl enjoys playing in the indoor playground .,2
man on a mountain bike outdoors .,5
male bicyclist wearing a blue helmet is out for a ride in the outdoors .,6
people stand in an outdoor glass structure .,5
girls in pajamas indoors .,5
dog is jumping onto a young girl while outdoors .,2
man in a suit is taking a sip of something while walking outdoors .,0
East Asian women sitting outdoors behind a cow-like animal,0
man poses outdoors .,5
play basketball on a wood floor near clear glass doors .,2
men around an indoor basketball hoop .,5
boys playing indoor basketball , one team has black and white uniforms , the other has orange and white .,6
man wearing black is standing on an indoor sports court .,5
group of people are being lead on an outdoor tour with an older tour guide .,5
helmeted people are rock climbing outdoors .,5
fires a gun at a indoor shooting range .,2
young girl wearing a pink shirt walks through an open door .,5
little girl in pink is standing in the doorway between the artwork on the walls .,2
performing during an outdoor dog show .,2
rider and horse jumping a fence outdoors .,0
man skates down a long outdoor stairway .,0
young man attempts to ride a unicycle down an outdoor stairway stained with moss .,0
man and a woman walking away from an outdoor market .,5
people cower in a doorway and they are both wearing jeans .,5
people hiding their faces in a doorway .,2
people huddle together on a brownstone door stoop .,5
people wearing jeans huddle near a wooden door , sheilding their faces from the camera .,2
dogs , one light brown and one grey , play outdoors on the grass .,2
people are outdoors taking pictures .,5
woman teaches yoga to kids at an outdoor festival .,6
person in red is opening a red car 's door in a parking area .,2
girl is jumping on a trampoline , outdoors in a backyard .,5
skateboarder high in the air above an indoor ramp .,0
skateboarder in midair above an indoor ramp .,5
girl outdoors near picnic tables .,5
skateboarder has kicked his board up onto its back wheels in an indoor skate center .,0
young boy has his mouth open as he rides his bike outdoors past a stone wall .,5
girls sit at a table outdoors and give their order to the waiter .,0
young women sitting at an outdoor resaurant looking at menus about to place their order with the waiter standing at their table .,0
man drives the lane for a shot in the outdoor basketball game .,5
in uniform , with flags , are gathered outdoors for a ceremony .,5
actor dressed as a pirate performs in an outdoor park .,5
two young women are laughing outdoors by a tree trunk .,5
woman stands outdoors in front of the sun .,5
women are filling out forms at a stand outdoors .,0
dressed Asian women are passing by a doorway in the street .,5
people are playing basketball outdoors .,5
young people drink beer at an outdoor party .,0
in a colorful , outdoor market with fruits , vegetables and flowers .,6
people shopping at an outdoors market .,2
are playing a game of ball outdoors .,5
five people are seated on steps outdoors .,5
people play outdoors .,5
men from two Japanese-sponsored teams play a game of indoor field hockey .,2
man and a woman walk their small dogs at an outdoor event .,5
an outdoor dog show , a very small dog jumps on an older man .,2
dog sits with a woman in an outdoor cafe .,5
woman and her dog sitting at an outdoor cafe table,5
man and a woman wearing masks embrace at an outdoor festival .,0
man and woman dressed up dance together outdoors .,5
gather together outdoors .,5
actors wait inside the doors .,0
children with animal face pain at outdoor event .,5
person doing the backstroke in an outdoor pool .,0
doing a skateboard trick on an outdoor park porch .,0
person is picking up a yellow tent by his or herself in the great outdoors .,6
man in a straw hat and overalls is with a friend outdoors .,2
people in uniform are outdoors and are observing a scene which is out of the picture .,0
sits with orange and black tights at an outdoor performance .,0
dogs wrestle outdoors .,5
woman dressed in winter wear walks outdoors .,2
older people sit at an outdoor cafe table .,5
of people standing and sitting outdoors .,5
making drinks outdoors in a snowy landscape .,5
group of adults and children play with a parachute outdoors .,0
long haired drummer plays music outdoors .,5
man with long hair and tattoos plays a drum outdoors .,5
drummer beats the drums at an outdoor concert .,0
teenage boy is riding a skateboard on the stone handrail of a flight of outdoor steps .,5
man jumps of the handrail of an outdoor staircase .,5
man and a woman sit back to back on a bench in front of a building with a colorful painted door .,6
boy getting soaked playing an outdoor water game .,5
young man skateboards around the empty outdoor sports arena .,5
woman plays a violin outdoors .,5
woman stand near a door .,5
person sits at a doorstep and reads a book .,2
woman sits and reads in the stoop of a wooden door .,5
young boy smiling while hanging from outdoor play equipment .,0
furry dog is running through a doorway leading to plants .,5
shop for fresh produce at an outdoor market in the city .,5
people shop at an outdoor farmer 's market on a cloudy day .,5
woman wearing glasses and a hat pokes her head through the door of a tent on a snowy day .,5
large black dog relaxes while a small brown dog investigates nearby a doorway .,2
dogs tussling on a dog bed , with a french door and a Persian rug in the background .,5
woman at an outdoor food stand .,5
woman makes a purchase at an outdoor vendor .,5
man has his arm on the woman as they shop in an outdoor market .,0
man is standing in front of glass doors with a blue spot and a pink spot .,0
man is standing outside the glass doors of an art center .,0
man walking through glass double doors .,0
standing at glass doors with big blue circle and big pink circle,0
tan and white dogs look at each other in an outdoor setting .,6
man and woman stand near a large red sculpture outdoors .,5
strolling through an indoor market .,5
dog is being squirted with water in the face outdoors .,5
brown dog indoors , with a large pink toy .,0
couple kiss outdoors , while another couple watch .,6
girl is diving into an indoor pool .,0
people are in an indoor swimming pool and one girl is in the act of jumping in headfirst .,2
teenagers are swimming in an indoor pool together .,5
couple is photographed in front of a large outdoor fountain .,5
girl stands nearby while a boy sits in an open doorway .,5
little girl leans on a concrete wall next to a blue door where a shirtless child sits .,5
man outdoors near equipment .,5
small black child plays on an outdoor jungle gym .,5
blow bubbles outdoors .,0
child in a white bathrobe is standing in a doorway .,0
young black child is wrapped in a white robe and standing in a bathroom doorway .,2
young girl wearing a white bathrobe stands by a door .,5
woman looking at jewlery at a booth at an outdoor fair .,6
group of children are playing with bubbles outdoors .,5
zaftig woman in a tube top and jeans dancing outdoors , with a guitarist behind her .,5
flips her hair as she dances outdoors , band in background .,2
big tan dog drinks water from an outdoor water spout .,2
man wearing white walks passed a shuttered building with an advertising banner over the door .,5
little boy stands in the doorway of a van .,6
group of people sit on an outdoor patio with lots of potted plants .,2
young asian girl is sliding down a pole on outdoor playground equipment .,2
women in black embrace at crowded outdoor event .,2
children are playing on a trampoline outdoors .,5
girls jump on an outdoor trampoline .,5
girls sit by a doorway on the steps .,5
women in period dress sitting in a doorway .,5
women with white head garb and long dresses sitting in front of a door on steps reading and drinking a beverage .,0
children are playing in an outdoor swimming pool .,5
with outdoor gear taking a picture .,5
man on a bike is seen among a crowd of people at an outdoor event .,5
small dog runs after a red ball , though a leafy outdoor area .,0
near 5 orange outdoor toilets in a city,5
girl in red dress plays on outdoor tire swing .,2
dog catches a tennis ball in its mouth indoors .,5
man stands outside of a doorway on his cellphone .,5
man wearing a white shirt is standing in a doorway surrounded by green bars , and his holding a cellphone up to his right ear .,0
is talking on mobile , standing in a doorway .,5
child with shoulder-length brown hair is playing in water outdoors .,5
young boy wearing a military sun hat catches a Frisbee outdoors .,5
person with blue hair , a baseball cap , and a hood on stands outdoors in a crowd .,5
man sits outdoors with some of his belongings .,0
women perform outdoors .,5
baby is trying to eat a large red plastic toy outdoors .,0
people ride in an outdoor elevator .,2
person eats takeout while watching a small television .,2
person sits on the floor and eats in front of a television .,5
television with a picture of a girl on it .,5
young man sits on the floor by the television with a fast food meal in front of him .,5
little kid holds up a remote control in front of the television .,2
dog in a living room laying on a stuffed animal with a television in the background .,0
man is operating a television camera high up in a crowded stadium .,2
women on a street are stopped at a television .,0
men and women drink wine while watching television .,0
