8,woman in the purple dress is looking towards the people at the door with her hand running through her hair .
1,people standing outside of an outdoor ticket booth .
1,man sits ourdoors next to cardboard boxes and plays an instrument .
2,small boys play basketball indoors .
1,crowd sitting in an indoor stadium .
2,collie is standing outdoors on a sandy area .
2,is lying down inside of a black structure outdoors .
2,children are playing basketball indoors .
0,elderly woman in a tan jacket is standing by the door of a wooden house carrying a green and beige bag .
9,man in a brown jacket standing in front of an open porch door .
0,man and a woman sit on a bench outdoors .
3,boys on ice skates race on an outdoor ice rink .
2,warmly dressed girl kicks up her leg outdoors .
1,barefoot children fun and smile in an indoor setting .
2,smiling children running indoors .
2,girls bounce on a large yellow ball indoors .
2,man rubs his eye while sitting on chair indoors .
2,girl and boy hug each other near a doorway .
2,children are hugging each other indoors .
2,man in a red shirt is curled up on pavement outdoors .
9,man in a red sleeveless shirt curled up in front of a door .
8,rottweiler dogs indoors , the smaller one barking at the larger .
1,black dog is facing a brown dog in an open outdoor space .
1,boy climbs an indoor rock climbing wall .
1,boy climbing an indoor rock climbing wall .
2,dogs are together outdoors checking out a fountain .
1,dogs run around in an outdoor enclosure .
1,teenagers smile from an outdoor table .
1,shopping at an outdoor marketplace .
2,light colored dog is chasing after a toy outdoors .
3,man wearing a water pack and shorts on an outdoor trail .
9,man in a black suit dances with a young girl in plaid pants in an outdoor plaza .
0,woman with a hat , sunglasses and a backpack walks outdoors .
2,woman poses for a picture outdoors .
2,reading a newspaper at an outdoors restaurant .
1,crowd of scantily clad people at an outdoor festival
2,furry brown and white dog is jumping around near a door .
2,man sits at a table outdoors and watches people .
5,people and dogs are in or near a large outdoor swimming pool .
2,young girl is on a swing outdoors .
1,and jumping dog perform Frisbee act for crowd at outdoor event .
9,man with a white beard and blue cap is standing in the doorway of a workshop .
8,man stands at the wheel of a classic american car , door and trunk open .
1,woman sits at an outdoor cafe table with really big blond hair .
2,woman with thick curly blond hair sits outdoors at a table .
3,man is wearing a backpack and sunglasses while walking through an outdoor market .
3,group at an outdoor party includes a man wearing camouflage pants with neon orange boots and suspenders .
1,young girl ascends an indoor climbing wall .
1,young girl practicing rock climbing on an indoor wall .
5,man sitting in a doorway .
1,young boy kicks a ball in an outdoor court .
1,little boy is jumping into an outdoor kiddie pool
3,woman wearing ear protection is firing a gun at an indoor shooting range .
2,woman with a straw hat is sitting on steps outdoors .
1,man stands by an animal rights sign at an outdoor event .
6,with tan cap , suit jacket and plaid shirt behind a picture in an outdoor scene with other people in the background .
2,tan colored dogs are roughhousing outdoors .
2,security man guards the door as another one brings his items off .
2,spills out of a subway door .
1,woman with glowing shoes at an outdoor event .
0,dark skinned man is laying in a doorway next to a metal pipe .
1,little boy plays outdoors in water spurting up from an inground fountain .
1,plays in outdoor water sprays .
1,young child climbs an indoor rock climbing wall .
1,women lead black dogs around at an outdoor dog show .
2,boy in plaid shirt blows bubbles outdoors .
2,dogs wearing collars stand outdoors in water up to their chests .
4,dogs run and bark outdoors , one white and brown , one white and black .
1,blue boat and orange boat float among lilypads in an outdoor setting .
1,girl swings a young boy near an arched doorway .
5,toddler sits in the boat with a life jacket on indoors .
2,large dog chases a ball outdoors .
2,little boy who is playing outdoors is tasting dirt .
1,black dog runs around an outdoor swimming pool .
1,little girl is playing tennis on an outdoor court .
2,small boy , wearing shorts and no shirt , is running outdoors .
2,small child climbs steps outdoors in a grassy area .
2,small child in a pink hoodie ascending tall stairs outdoors .
1,child is splashed by water in an indoor swimming pool .
2,dog chasing a ball indoors .
2,small dog catches a tennis ball indoors .
2,of people walking around outdoors , one girl is being carried .
3,man on a bike tries to do a trick on the railing of an outdoor fountain .
2,couple are holding hands next to a very large mirror outdoors .
1,outdoor ice skating rink full of people .
1,skate in an urban outdoor ice skating rink
1,using an outdoor ice skating rink .
1,band performs at on an outdoor stage .
1,performs at outdoor event .
0,little boy with a mess all over his face and feet stands next to a door .
2,group of dogs walk around outdoors .
2,dogs appear to be howling , outdoors in the snow .
1,happy boys wearing blue bathing suits hold hands as they jump into an outdoors swimming pool .
0,blond-haired boy wearing a yellow shirt and blue pants is climbing a large , fallen tree limb outdoors in grassy meadow .
2,people are playing basketball on a plank deck outdoors .
2,rural outdoors , blond woman sits on roof of yellow BMW vehicle , two people inside .
1,firends are at an outdoor concert , and one is searching for something in her blue bag .
2,child plays outdoors , near a group of people who are mostly seated .
2,child attempts to enter a house through the doggy door .
2,child 's legs while squeezing through a dog door .
2,kid climbs through a small door .
2,older girls hold a younger girl between them indoors .
0,little boy holds a bat waiting for the pitch on a tiled outdoor area wearing a red shirt , white shorts , and blue flip flops that are too big for him .
2,young adults gathered outdoors
2,dogs are running outdoors near a wooded area .
0,man in a colorful outfit stands over a trashcan outdoors .
2,jumps backwards , doing trick with man outdoors .
0,boy jumps high indoors while a woman sleeps on a nearby couch .
8,automobile is submerged in water , almost to the door handles .
2,little girl sits at a table outdoors and eats watermelon .
1,, with two children playing in outdoor fountain .
0,woman leaning on a doorway to a store .
2,woman is standing with her arms folded by a blue door .
5,two dogs , one of which is leaping in the air , are chasing a ball outdoors .
3,dogs one white and another tan are on leash with two women at an open doorway .
2,smiling young woman in a tourquoise shirt and bandanna poses at table outdoors .
9,couple acting like they are swimming in front of a fish cutout door .
0,man and woman standing by a blue double door with fish and they are pretending to be swimming .
9,man dances as another holds her breath in front of a blue fish door .
9,two people in t-shirts pretend to swim in front of two blue doors .
8,people pretending to be in the water next to a door with fish cutouts .
2,men are posing oddly outdoors .
2,older women stand outdoors with their bags and talk .
3,man wearing a black hat , coat and pants and a white shirt sitting at an outdoor table reading .
1,boys are at an outdoor water fountain .
2,dogs play rough with each other indoors .
1,man sticks his tongue out in an outdoor shower .
2,man takes a shower outdoors and looks up to stick out his tongue .
2,man smiles outdoors .
3,person on a BMX bike is riding on an outdoor course .
5,skateboarder in the air at a big , outdoor ramp .
2,men are sitting indoors , one of them has headphones .
1,runner in black is passing an outdoor florist shop .
1,runner is running past an outdoor flower stall .
2,of men play musical instruments outdoors .
3,man is doing a jump on bicycle in an indoor skate and bike center .
2,talk near stereo equipment outdoors .
0,woman with a dog descends an outdoor staircase , a bus behind her .
2,group of people who look very excited about something stand outdoors .
2,area crowded with jeeps packed with people , seen from behind .
1,people stand outside near an arched doorway .
3,young male wearing a blue shirt rides a skateboard in an outdoor park at night .
2,big black and brown dog plays outdoors .
9,brown and black dog runs on the grass outdoors in front of a sidewalk .
2,dogs play with each other outdoors .
5,two young girls are dressed as fairies , and are playing in the leaves outdoors .
2,are inspecting sound equipment indoors .
2,group of five young adults lounging indoors .
2,kids enjoy sprinklers by running through them outdoors .
0,bicyclist is attempting a trick down a flight of outdoor stairs .
2,small boy wearing a long sleeved shirt and slacks is walking outdoors .
1,Indian woman stands in an outdoor marketplace .
1,woman is shopping in an outdoor marketplace .
2,girls do backbends while playing outdoors .
8,girl wearing the pink striped shirt is standing in the doorway with her arm outstretched .
0,large brown and a small white dog play indoors on a carpet .
2,people standing near a door , with silly string cans .
1,couple in old clothing at an outdoor table .
2,group of people lining up for an event , outdoors at night .
0,is a woman in a sexy cop 's uniform and a guy dressed as a prisoner , standing outdoors .
5,man in black and one in white posing indoors .
1,men wearing ethnic hats are watching the photographer in an outdoor market .
1,people are sitting at an outdoor cafe in front of an old building .
2,couple sitting on the concrete outside a set of big brown wooden doors .
5,people wearing hoodies huddle on a doorstep in the rain .
5,teenagers huddle in a doorway in the rain .
9,young adults holding each other in front of a door .
2,, hooded boy and girl huddle on steps outside large doors .
5,are skating in a outdoor rink around a huge Christmas tree .
1,walking by an outdoor ice rink with a tree in the center .
2,men stand outdoors in the city night .
4,two dogs , one dark and one light colored , are running outdoors .
9,old man stands in front of a doorway .
5,cyclist doing a jump outdoors , with urban seaside terrain in the background .
0,man and a woman laugh together by a white door .
2,warmly dress girls posing for a picture outdoors
2,hooded children huddle under a blanket outdoors .
3,man and a woman are looking at each other while standing on an elaborate indoor balcony .
2,children are playing outdoors , while a man smiles nearby .
5,boy is skating along a ledge in an indoor skate center .
1,rollerblader grinding down a narrow platform at an indoor skate park .
1,roller-blader grinds a rail at an indoor skate park .
1,at an indoor carnival featuring a game with large stuffed animals as prizes .
5,people in warm clothing crowd around carnival games indoors .
0,young girls with headscarves stand near a door while one reads a book .
2,young women wearing black head scarves and colorful skirts stand near a red door .
1,crowd at an outdoor event .
5,play in grass at a crowded outdoor festival .
1,man on bike jumping over outdoor playground equipment .
9,man , woman and little boy pose for a picture in front of an outside door .
2,girls stand outdoors and talk to one another .
2,large crowd of people ice skating outdoors .
2,black dog bites a tan dog while standing near the patio door .
2,perform outdoors .
0,young girls posing for a picture in an outdoor amphitheater , surrounded by adults watching a conference .
0,people stand by a doorway posing for a photograph .
0,men and a woman standing near a doorway .
0,man is doing a stunt on a skateboard outdoors .
2,brown dog runs outdoors .
2,men talk outdoors .
2,bundled up child is playing with toys outdoors .
5,girls are fighting for the ball in indoor field hockey .
5,man is pulling tricks on his rollerblades in a indoor skate park .
5,, girl in orange dress dancing as other dancers huddle in background .
1,dogs run on wide , grassy , outdoor area .
0,man and a woman adjust a camera on a tripod outdoors .
2,are seated outdoors to see someone onstage .
2,group of little boys playing indoor soccer .
2,little boys play indoor soccer .
5,band playing in a dark indoor area .
2,four people are standing outdoors , with 3 dogs .
0,man holding a sign and a blonde woman are embracing outdoors .
1,gather water at an outdoor tap .
2,player with red cap hits the ball outdoors .
2,gather outdoors at a market .
3,boy in a red hooded top is ice skating on an outdoor ice rink .
5,are dressed in Victorian outfits in a crowded outdoor area .
2,black and white dog is running outdoors .
5,man in a green shirt climbs an indoor climbing wall .
1,teenage boy climbs an indoor climbing wall .
1,climbs an indoor climbing wall .
1,boys inspecting a piece of metal outdoor furniture
2,boy with orange shirt jumps off of small yellow foot stool , indoors .
5,and white dog outdoors in muddy water , with stick in mouth .
2,dog and two black dogs have three-way tug on red object , outdoors .
2,boy is doing a skateboard trick outdoors .
2,brown dog is lowering his head near a smaller white dog outdoors .
2,men walk together outdoors carrying red bags from a store .
1,person jumping off of an outdoor staircase .
2,black man handing small blue object to group of younger black men , outdoors .
8,man standing at the door of a vehicle , with another sitting , glancing out the window .
8,people are talking outside of the video game shop next door to the mobile phone store .
2,brown dog is playing outdoors .
5,skateboarder high in the air at indoor ramp .
9,person sitting in a chair in front of a glass door
0,woman sitting outside a doorway wearing a red hat .
9,man on a skateboard on steps in front glass doors of a brick building .
9,people wearing mostly black are standing in front of a blue door .
2,crowd of people gather for a meal indoors .
2,brunettes , one with tattoos , hug and smile at camera indoors .
0,woman stands outdoors , next to a child in a swing .
0,dine outdoors at a lodge on a snowy mountain .
2,light brown dog jumps over a hurdle indoors .
2,woman looks skeptically at the person taking a picture of her and 3 girls who are outdoors .
1,boy and girl are playing on the outdoor gym .
9,play soccer in front of a marble building with giant oak doors .
9,young boys playing soccer in front of a huge brown wooden door
9,children are playing soccer in front of a large wooden door .
9,gorup of boys are playing with a ball in front of a large wooden door .
9,play in front of a large door .
9,boys playing a game with a soccer ball in front of a large set of ornate doors .
1,shirtless child plays with an adult indoors .
1,young couple walking together through an outdoor market .
1,young man and woman are walking along an outdoor market .
0,helmeted person is doing a stunt on a bicycle outdoors .
5,cowboys rope a steer from horseback in an indoor corral .
3,small girls are jumping on an outdoor trampoline in a backyard .
3,men do a synchronized dance on an outdoor stage .
2,brown dog holding an object in its mouth is moving through snow-covered tall grass outdoors .
2,person is climbing a rocky area outdoors .
5,white dogs are laying in the doorway of a wooden floored apartment .
1,white dog is splashing in an outdoor stream next to a grassy bank .
1,at an outdoor event
5,little girl enjoys playing in the indoor playground .
2,man on a mountain bike outdoors .
0,male bicyclist wearing a blue helmet is out for a ride in the outdoors .
1,people stand in an outdoor glass structure .
5,girls in pajamas indoors .
2,dog is jumping onto a young girl while outdoors .
9,man in a suit is taking a sip of something while walking outdoors .
2,East Asian women sitting outdoors behind a cow-like animal
2,man poses outdoors .
2,play basketball on a wood floor near clear glass doors .
1,men around an indoor basketball hoop .
4,boys playing indoor basketball , one team has black and white uniforms , the other has orange and white .
3,man wearing black is standing on an indoor sports court .
1,group of people are being lead on an outdoor tour with an older tour guide .
2,helmeted people are rock climbing outdoors .
0,fires a gun at a indoor shooting range .
3,young girl wearing a pink shirt walks through an open door .
8,little girl in pink is standing in the doorway between the artwork on the walls .
1,performing during an outdoor dog show .
2,rider and horse jumping a fence outdoors .
3,man skates down a long outdoor stairway .
3,young man attempts to ride a unicycle down an outdoor stairway stained with moss .
3,man and a woman walking away from an outdoor market .
5,people cower in a doorway and they are both wearing jeans .
5,people hiding their faces in a doorway .
2,people huddle together on a brownstone door stoop .
2,people wearing jeans huddle near a wooden door , sheilding their faces from the camera .
4,dogs , one light brown and one grey , play outdoors on the grass .
2,people are outdoors taking pictures .
1,woman teaches yoga to kids at an outdoor festival .
9,person in red is opening a red car 's door in a parking area .
0,girl is jumping on a trampoline , outdoors in a backyard .
1,skateboarder high in the air above an indoor ramp .
1,skateboarder in midair above an indoor ramp .
2,girl outdoors near picnic tables .
1,skateboarder has kicked his board up onto its back wheels in an indoor skate center .
2,young boy has his mouth open as he rides his bike outdoors past a stone wall .
2,girls sit at a table outdoors and give their order to the waiter .
3,young women sitting at an outdoor resaurant looking at menus about to place their order with the waiter standing at their table .
8,man drives the lane for a shot in the outdoor basketball game .
2,in uniform , with flags , are gathered outdoors for a ceremony .
1,actor dressed as a pirate performs in an outdoor park .
2,two young women are laughing outdoors by a tree trunk .
2,woman stands outdoors in front of the sun .
2,women are filling out forms at a stand outdoors .
5,dressed Asian women are passing by a doorway in the street .
2,people are playing basketball outdoors .
1,young people drink beer at an outdoor party .
5,in a colorful , outdoor market with fruits , vegetables and flowers .
1,people shopping at an outdoors market .
2,are playing a game of ball outdoors .
2,five people are seated on steps outdoors .
2,people play outdoors .
2,men from two Japanese-sponsored teams play a game of indoor field hockey .
3,man and a woman walk their small dogs at an outdoor event .
3,an outdoor dog show , a very small dog jumps on an older man .
1,dog sits with a woman in an outdoor cafe .
1,woman and her dog sitting at an outdoor cafe table
3,man and a woman wearing masks embrace at an outdoor festival .
2,man and woman dressed up dance together outdoors .
2,gather together outdoors .
2,actors wait inside the doors .
1,children with animal face pain at outdoor event .
1,person doing the backstroke in an outdoor pool .
3,doing a skateboard trick on an outdoor park porch .
5,person is picking up a yellow tent by his or herself in the great outdoors .
0,man in a straw hat and overalls is with a friend outdoors .
5,people in uniform are outdoors and are observing a scene which is out of the picture .
1,sits with orange and black tights at an outdoor performance .
2,dogs wrestle outdoors .
2,woman dressed in winter wear walks outdoors .
1,older people sit at an outdoor cafe table .
2,of people standing and sitting outdoors .
2,making drinks outdoors in a snowy landscape .
2,group of adults and children play with a parachute outdoors .
2,long haired drummer plays music outdoors .
2,man with long hair and tattoos plays a drum outdoors .
1,drummer beats the drums at an outdoor concert .
9,teenage boy is riding a skateboard on the stone handrail of a flight of outdoor steps .
1,man jumps of the handrail of an outdoor staircase .
0,man and a woman sit back to back on a bench in front of a building with a colorful painted door .
1,boy getting soaked playing an outdoor water game .
1,young man skateboards around the empty outdoor sports arena .
2,woman plays a violin outdoors .
2,woman stand near a door .
0,person sits at a doorstep and reads a book .
9,woman sits and reads in the stoop of a wooden door .
1,young boy smiling while hanging from outdoor play equipment .
2,furry dog is running through a doorway leading to plants .
1,shop for fresh produce at an outdoor market in the city .
3,people shop at an outdoor farmer 's market on a cloudy day .
0,woman wearing glasses and a hat pokes her head through the door of a tent on a snowy day .
0,large black dog relaxes while a small brown dog investigates nearby a doorway .
0,dogs tussling on a dog bed , with a french door and a Persian rug in the background .
1,woman at an outdoor food stand .
3,woman makes a purchase at an outdoor vendor .
1,man has his arm on the woman as they shop in an outdoor market .
9,man is standing in front of glass doors with a blue spot and a pink spot .
1,man is standing outside the glass doors of an art center .
2,man walking through glass double doors .
2,standing at glass doors with big blue circle and big pink circle
1,tan and white dogs look at each other in an outdoor setting .
2,man and woman stand near a large red sculpture outdoors .
1,strolling through an indoor market .
2,dog is being squirted with water in the face outdoors .
2,brown dog indoors , with a large pink toy .
2,couple kiss outdoors , while another couple watch .
1,girl is diving into an indoor pool .
5,people are in an indoor swimming pool and one girl is in the act of jumping in headfirst .
1,teenagers are swimming in an indoor pool together .
9,couple is photographed in front of a large outdoor fountain .
5,girl stands nearby while a boy sits in an open doorway .
7,little girl leans on a concrete wall next to a blue door where a shirtless child sits .
2,man outdoors near equipment .
1,small black child plays on an outdoor jungle gym .
2,blow bubbles outdoors .
9,child in a white bathrobe is standing in a doorway .
9,young black child is wrapped in a white robe and standing in a bathroom doorway .
0,young girl wearing a white bathrobe stands by a door .
3,woman looking at jewlery at a booth at an outdoor fair .
2,group of children are playing with bubbles outdoors .
0,zaftig woman in a tube top and jeans dancing outdoors , with a guitarist behind her .
2,flips her hair as she dances outdoors , band in background .
1,big tan dog drinks water from an outdoor water spout .
3,man wearing white walks passed a shuttered building with an advertising banner over the door .
5,little boy stands in the doorway of a van .
1,group of people sit on an outdoor patio with lots of potted plants .
3,young asian girl is sliding down a pole on outdoor playground equipment .
1,women in black embrace at crowded outdoor event .
2,children are playing on a trampoline outdoors .
1,girls jump on an outdoor trampoline .
5,girls sit by a doorway on the steps .
5,women in period dress sitting in a doorway .
9,women with white head garb and long dresses sitting in front of a door on steps reading and drinking a beverage .
1,children are playing in an outdoor swimming pool .
2,with outdoor gear taking a picture .
3,man on a bike is seen among a crowd of people at an outdoor event .
0,small dog runs after a red ball , though a leafy outdoor area .
5,near 5 orange outdoor toilets in a city
1,girl in red dress plays on outdoor tire swing .
5,dog catches a tennis ball in its mouth indoors .
2,man stands outside of a doorway on his cellphone .
0,man wearing a white shirt is standing in a doorway surrounded by green bars , and his holding a cellphone up to his right ear .
5,is talking on mobile , standing in a doorway .
2,child with shoulder-length brown hair is playing in water outdoors .
0,young boy wearing a military sun hat catches a Frisbee outdoors .
0,person with blue hair , a baseball cap , and a hood on stands outdoors in a crowd .
2,man sits outdoors with some of his belongings .
2,women perform outdoors .
2,baby is trying to eat a large red plastic toy outdoors .
1,people ride in an outdoor elevator .
2,person eats takeout while watching a small television .
9,person sits on the floor and eats in front of a television .
0,television with a picture of a girl on it .
8,young man sits on the floor by the television with a fast food meal in front of him .
9,little kid holds up a remote control in front of the television .
0,dog in a living room laying on a stuffed animal with a television in the background .
0,man is operating a television camera high up in a crowded stadium .
0,women on a street are stopped at a television .
2,men and women drink wine while watching television .
